देवाच्या नावाने राखून ठेवले असल्याने या वनाला वृक्षतोडीपासून एकप्रकारचे संरक्षण कवच असते.	12	Devachya navane rakhun thevle aslyane ya vanala vrukshatodipasun ekprakarche savrakshan kavach aste.	12	
कॉपी राईट कायद्यात कॉपीराईट जाहीर न करता संबंधित कलाकृती लेखन अथवा छायाचित्राचा निर्माता मौन असेल तरी त्याचा कॉपीराईट आपोआप तयार होत असतो.	22	Copy right kaydyat copyright jaahir na karta sambandhit kalakruti lekhan athva chayachitracha nirmata moun asel tari tyacha copyright apoaap tayaar hot asto.	22	
मोहिनी कडू यांनी या पुस्तकात इंदिरा गांधी यांच्या ११ चरित्रग्रंथाचे मूल्यमापन केले आहे.	13	Mohini Kadu yanni yaa pustakat Indira Gandhi yanchya 11 charitragranthache mulyamapan kele aahe.	13	
पाली, संस्कृत या भाषांमध्ये तसेच अन्य भारतीय भाषांमध्ये आनंद या शब्दाचा अर्थ 'वरदान' असा होतो.	15	Pali, Sanskrit yaa bhashanmadhye tasech anya Bhartiya bhashanmadhye aanand yaa shabdacha artha 'vardaan' asa hoto.	15	
ह्या भूमिकेसाठी तिला अनेक पुरस्कार मिळाले.	6	hya bhumikesathi tila anek puraskar milale.	6	
बडे मियां छोटे मियांची कथा विल्यम शेक्सपियरच्या द कॉमेडी ऑफ एरर्स ह्या नाटकावर आधारित आहे.	15	Bade Miyaa Chote Miyaanchi katha William Shakespearchya The Comedy of Errors hya natakavar aadharit ahe.	15	
हे स्तोत्र हिंदू धर्मांतील अनेकदा आरतीनंतर म्हणले जाते.	8	he stotra Hindu dharmatil anekdaa aartinantar mhanle jate.	8	
फुले पसरून पुष्पासन तयार केले.	5	fule pasrun pushpaasan taiyaar kele.	5	
सांगू कशी प्रिया मी	4	sangu kashi priya me	4	
वारणा, दूधगंगा, हिरण्यकेशी, कृष्णा या नद्या जिल्ह्याच्या विविध भागातून वाहतात.	10	Varna, Dudhganga, Hiranyakeshi, Krushna yaa nadhya zillyachya vividh bhagatun vahatat.	10	
गोलंदाजी करिअर सारांश:-	3	golandajii career saaransh:-	3	
प्रत्येक पातळीच्या सुरुवातीला खेळाडूला आक्रमण करणाऱ्या झोम्बींचे प्रकार दाखवले जातात व त्यांच्याविरुद्ध लागणारी झाडे खेळाडूला निवडता येतात.	17	pratek patalichya suruvatila kheladula aakraman karnarya Zombinche prakaar dakhavle jatat va tyanchyavirudha lagnari zade kheladula nivadta yetat.	17	
महाराष्ट्र शासनाच्या 'डॉ. आंबेडकर चरित्र साधने समिती'च्या फोटो अल्बम व पत्रव्यवहार खंड प्रकाशन समितीचे सदस्य होते.	16	Maharashtra shasanachya 'Dr. Ambedkar charitra sadhne samiti'chya photo album va patravyavahar khanda prakashan samitiche sadasya hote.	16	
किशोरीताईंना हे कळल्यावर त्या रागावल्या.	5	Kishoritaina he kallyavar tya ragavlya.	5	
साधना कामत या एक मराठी लेखिका आहेत.	7	Sadhna Kamat ya ek marathi lekhika ahet.	7	
क्षेत्रफळ व्यापले असून येथे ४५.७ लाख लोकसंख्येची वस्ती आहे.	9	kshetraphal vyaple asun yethe 45.7 lakh loksankhyechi vasti ahe.	9	
झाडाच्या सालीत लपलेले कीटक पकडण्यासाठी हा वेगाने झाडाच्या खोडात छिद्र पाडतो.	11	zaadachya saalit laplele kitak pakadnyasathi haa vegane zaadachya khodat chidra padto.	11	
त्या वावरात गसाली भात केल्लो.	5	tya vavrat gasali bhat kello.	5	
नंतर ती सम्राट चौकातील बुधवार पेठेत हलविण्यात आली.	8	nantar ti Samrat chowkatil Budhwar pethet halvinyat aali.	8	
मानापमान (धैर्यधर)	2	manaapmaan (dhairyadhar)	2	
जेवणं उरकायची असतील तर जेवलात का या प्रश्नाचं उत्तर सामवेदीत 'जिव्यासा हाय' असं येतं.'स' ने सुरु होणारे शब्द काही ठिकाणी 'ह' ने सुरु होतात.	24	jevana urkaychi astil tar jevlat ka yaa prashnacha uttar saamvedit 'jeevyasa hay' asa yet. 's'ne suru honare shabda kahi thikani 'h' ne suru hotat.	24	
वेग किंवा स्थिती यांपैकी एकाची महत्तम अनिश्चितता माहित असल्यास दुसर्याची लघुत्तम अनिश्चितता हायझेनबर्गचा अनिश्चिततेचा सिद्धान्त वापरून काढता येते.	18	weg kivva stithi yanpaiki ekachi mahattam anishchitta mahit aslyas dusryachi laghuttam anishchitta Haisenberg anishchittecha siddhant vaprun kadhta yete.	18	
गणेश यंत्राची पूजा केली व त्यानंतर ज्या ठिकाणी मातीची मूर्ती तयार केली होती, त्याच ठिकाणी येऊन विधिवत धार्मिक गणेश याग केला, व त्यानंतर ते सिद्ध श्रीयंत्र मंगलमूर्तीच्या पोटामध्ये सर्वांसमक्ष ठेवले.	30	Ganesh yantrachi puja keli va tyanantar jya thikani matichi murti tayaar keli hoti, tyach thikani yeun vidhivat dharmik Ganesh Yaag kela, va tyanantar te siddha Shreeyantra Mangalmurtichya potamadhye sarvansamaksha thevle.	30	
मधुकरनगर गावात मुख्यतः वाडवळ समाजातील लोक पिढ्यानपिढ्या राहतात.	8	Madhukarnagar gaavat mukhyatah Vadval samajatil lok pidhyanpidhya rahatat.	8	
असा भोंडला सुरेख बाई - इंदिरा कुलकर्णी	7	asa bhondla surekh bai - Indira Kulkarni	7	
परंतु तेथे पोहोचण्यासाठी आपल्याला द्राविडी प्राणायाम करावा लागतो.	8	parantu tethe pohochnyasathi aplyala Dravidi pranayam karava lagto.	8	
विनायकदिग्दर्शित ब्रम्हचारी या यशस्वी चित्रपटातील चांदेकरांची सर्व गाणी लोकप्रिय झाली.	10	Vinayakdigdarshit Brahmachari yaa yashasvi chitrapatatil Chandekaranchi sarva gaani lokpriya zaali.	10	
रोझ व्हॅली ही पश्चिम बंगालमधील एक चिट फंड कंपनी होती.	10	Rose Valley hi paschim Bangalmadhil ek chit fund company hoti.	10	
मध्यवर्ती दिल्ली	2	madhyavarti Delhi	2	
मूर्ती-शिल्प-चित्र ते मराठी वाक्प्रचार ‘लंकेची पार्वती’ म्हटले जाते, अंग झाकण्याएवढे वस्त्रही जवळ नसलेल्या स्त्रीला उद्देशून.	15	murti-shilpa-chitra te marathi vakprachar 'lankechi parvati' mhantle jaate, anga zaknyaevdhe vastrahi jawal naslelya streela uddeshun.	15	
विशेष आंतरराष्ट्रीय विनाशुल्क खुली मराठी दिवाळी अंक स्पर्धेमध्ये दिवाळी अंकातील साहित्य, वैविध्य, मांडणी आणि छपाईचा दर्जा या संदर्भात	18	vishesh antarrashtriya vinashulka khuli marathi diwali anka spardhemadhye diwali ankatil sahitya, vaividhya, maandani ani chapaicha darja yaa sandarbhat	18	
गुणवत्तेच्या निकषावर सर्वोत्कृष्ठ अंकांना वरील २५ प्रकारांमध्ये मान्यवर मराठी व्यक्तीच्या हस्ते गौरवपर स्मृतिचिन्ह जयसिंगपुरात प्रदान केली जातात.	17	gunavattechya nikashavar sarvotkrushtha ankanna varil 25 prakaranmadhye manyavar marathi vyaktichya haste gauravpar smrutichinha Jaisinghpurat pradaan keli jatat.	17	
यालाच भरताने लोकधर्मी वृत्ती-प्रवृत्ती असे म्हटले आहे.	7	yalach Bhartane lokdharmi vrutti-pravrutti ase mhantle ahe.	7	
दरवाजाच्या आतल्या बाजूस घुमटी आहे.	5	darvajachya aatlya bajus ghumti ahe.	5	
अलंकार, उपमा, उपमान हे येताच नाही.	6	alankaar, upama, upmaan he yetaach nahi.	6	
पश्चिम मध्य रेल्वेद्वारे खालील प्रमुख रेल्वेगाड्या चालवल्या जातात.	8	paschim madhya railwaydvare khalil pramukh railwaygaadya chalavlya jatat.	8	
रोज़ानी हिंदू	2	rojani hindu	2	
विवाहबाह्य संबंध नवीन दृष्टिकोन	4	vivahbahya sambandh navin drushtikon	4	
महाधम्म परिषद	2	mahadhamma parishad	2	
बैठक खोलीचच्या पुढील बाजूस लाकडी तावदानात जुन्या पुस्तकांचे भरगच्च संग्रहालय आहे.	11	baithak kholichya pudhil bajus laakdi taavdaanat junya pustakanche bhargaccha sangrahalay ahe.	11	
महाराष्ट्र साहित्य परिषदेच्या भोसरी शाखेतर्फे भोसरी येथे दोनदिवसीय विभागीय साहित्य संमेलन १-२ डिसेंबर २०१५ या काळात झाले.	17	Maharashtra Sahitya Parishadechya Bhosari shakhetarfe Bhosari yethe dondivasiya vibhagiya sahitya sammelan 1-2 December 2015 yaa kalat jhale.	17	
जोशी क्लिनिक, पुणे भारतातील महाराष्ट्र राज्यातल्या पुणे शहरातील मोठे रुग्णालय आहे.	11	Joshi Clinic, Pune Bharatatil Maharashtra rajyatlya Pune shaharatil mothe rugnalay ahe.	11	
देशमुख.	1	Deshmukh.	1	
आज छाया निराला है रंग रे : कवी मुखराम शर्मा, संगीत केशवराव भोळे, चित्रपट श्रीकृष्ण सत्यभामा	16	aj chaya nirala hai rang re : kavi Mukhram Sharma, sangeet Keshavrao Bhole, chitrapat Shrikrushna Satyabhama	16	
प्रस्तुत तंत्र साक्षात बुद्धी शक्तीने संबंधित असल्याने या सर्वांनाच या पाठ्याक्रमामुळे त्यांच्या बुद्धीच्या क्षमता विकसित होवून आपापल्या विषयात फायदा झाला.	20	prastut tantra sakshat buddhi shaktine sambandhit aslyane yaa sarvannach ya pathyakramamule tyanchya buddhichya kshamata vikasit houn apaplya vishayat fayda zaala.	20	
ओस्लो ही नॉर्वेची राजधानी व सगळ्यात मोठे शहर आहे.	9	Oslo hi Norwaychi raajdhani va saglyat mothe shahar ahe.	9	
पर्याय	1	paryay	1	
शिवाय मुस्लिम धर्मीयांचा एक पीरसुद्धा गावात आहे.	7	shivay Muslim dharmiyancha ek peersudha gaavat ahe.	7	
महुडा विधानसभा मतदारसंघ हा गुजरात विधानसभा निवडणुकीतील एक मतदारसंघ आहे. हा मतदारसंघ खेडा जिल्ह्यात आहे.	15	Mahuda Vidhansabha matadarsangha ha Gujrat Vidhansabha nivadnukitil ek matadarsangha ahe. Haa matadarsangha Kheda zillhyat ahe.	15	
आठवणीतली गाणी.कॉम - "एकच प्याला" नाटकातील पदे (मराठी मजकूर)	9	athvanitli gaani.com - "ekach pyala" natakatil pade (marathi majkur)	9	
मग पल्लवीच्या ओळींवर विविध जातीमध्ये नृत्त केले जाते.	8	mag Pallavichya olinvar vividh jaatimadhye nrutta kele jate.	8	
सौदी अरेबियाचा भूतपूर्व राजा अब्दुल अजीज अल-सौद ह्याचे नाव ह्या विमानतळाला देण्यात आले आहे.	14	Saudi Arabiacha bhutpurva raaja Abdul Ajij Al-Saud hyache naav hya vimantalala denyat aale ahe.	14	
वसंत कानेटकर लिखित नाटक आहे.	5	Vasant Kanetkar likhit natak ahe.	5	
या भारतीय जनता पक्षाच्या सदस्य आहेत	6	yaa Bhartiya Janta pakshachya sadasya ahet	6	
तिरुचिरापल्ली-श्रीरंगम् (तामिळानाडू)	2	Tiruchirappalli-Srirangam (Tamilnadu)	2	
कालगांव (चिंचणी), तालुका कर्‍हाड, जिल्हा सातारा	6	Kalgaav (Chinchni), taluka Karhad, zilla Satara	6	
त्यामुळे मंदिराचे खूप नुकसान झाले आहे.	6	tyamule mandirache khup nuksaan zaale ahe.	6	
या फळांमध्ये चपट्या, गोलाकार, अर्ध्या ते एक ग्रॅम वजनाच्या एक ते दोन बिया असतात.	14	yaa falanmadhye chaptya, golakar, ardhya te ek gram vajnachya ek te don biyaa astat.	14	
इट्रुस्कन राजे हे ज्यूपिटरचे प्रतिनिधी समजले जात.	7	Itruskan raaje he Jupitarche pratinidhi samajle jaat.	7	
हा गळ्यामध्ये घालण्याचा दागिना आहे.	5	ha galyamadhye ghalnyacha daagina ahe.	5	
माहितीसाठी वाचन	2	mahitisathi vachan	2	
सर्वाधिक क्रिकेट मैदानांवर खेळाचा विक्रम: सचिन आत्तापर्यंत ५२ मैदानांवर कसोटी क्रिकेट खेळलेला आहे.	13	sarvadhik cricket maidananvar khelacha vikram: Sachin aataparyanta 52 maidananvar kasoti cricket khellela ahe.	13	
राजगीर हेच २४ वे तीर्थंकर महावीर यांचे पहिले देशना स्थळ (जेथे उपदेश केला ती जागा)सुद्धा आहे.	16	Rajgir hech 24 ve tirthanker Mahaveer yanche pahile deshna sthal (jethe upadesh kela ti jaaga)sudha ahe.	16	
यात बालवयातील मुलांसहित ते अगदी ७३ वर्षांपर्यंतच्या सभासदांचा देखील समावेश होता.	11	yaat balvayatil mulansahit te agdii 73 varshaparyantchya sabhasadancha dekhil samavesh hota.	11	
तसेच कंपनी ‘निम्राना म्युझिक फौंडेशन’ पण चालविते.	7	tasech company 'Nimrana Music Foundation' pan chalvite.	7	
आनंद कर्वे हे ॲश्डेन पारितोषिक विजेते शास्त्रज्ञ आहेत.	8	Anand Karve he Ashden paritoshik vijete shastradnya ahet.	8	
संस्कृत भाषेवर अतिशय प्रेम, त्यामुळे बी.	6	sanskrit bhashevar atishay prem, tyamule B	6	
यालाच इंग्रजीत ऱ्हुमॅटिझम म्हणतात.	4	yalach ingrajeet rheumatism mhantat.	4	
त्यांच्यासोबत आलेले गवळी वाशीम जिल्ह्यातीलच वाघळूद आणि अमानी या गावांमध्ये स्थायिक झाले, असे भाटांकडे लिहून आहे.	16	tyanchyasobat aalele Gawli Washim zillyatilach Waghlud ani Amani yaa gavanmadhye sthayik zaale, ase Bhatankade lihun ahe.	16	
सन १९६० ते १९८० या कालावधीत काशीनाथ हा मराठी नाट्य-चित्रसृष्टीचा पहिला सुपरस्टार होता, आणि त्याकाळात तो सर्वात मोठा पेड स्टार होता.	21	san 1960 te 1980 yaa kalavadhit Kashinath ha Marathi natya-chitrashrushticha pahila superstar hota, ani tyakalat to sarvat motha paid star hota.	21	
कष्टमय जीवन जगायचे.	3	kashtamay jeevan jagayche.	3	
त्या अंगठया आतील बाजूने एका धातूपट्टीने जोडलेल्या असून त्यावर तीक्ष्ण नखे लावलेली असतात.	13	tya angthya aatil bajune eka dhatupattine jodlelya asun tyavar tikshna nakhe lavleli astat.	13	
त्यांनी वयाच्या अकराव्या वर्षी सर्कसमधे काम करण्यास सुरूवात केली होती.	10	tyani vayachya akravya varshi circusmadhe kaam karnyas suruvaat keli hoti.	10	
बाबासाहेब आंबेडकरांनी १९२० ते १९३६ या कालावधीत केलेल्या काही निवडक भाषणांचा संग्रह विजय सुरवडे यांनी संपादित केला आहे.	18	Babasaheb Ambedkaranni 1920 te 1936 yaa kalavadhit kelelya kahi nivdak bhashanancha sangraha Vijay Survade yanni sampadit kela ahe.	18	
मार्टिन यष्टिरक्षक आहे.	3	Martin yashtirakshak ahe.	3	
ह्यांत पांढरा माका आणि पिवळा माका अशा दोन जाती आहेत.	10	hyat pandhra maka ani pivla maka asha don jaati ahet.	10	
या अवतारामध्ये भगवान विष्णूंनी माशाचे रूप घेतले होते.	8	yaa avataramadhye Bhagwan Vishnuni mashache rup ghetle hote.	8	
अशा प्रकारे आश्रमात शिजवलेल्या अन्नाच्या खर्चावर नियंत्रण ठेवले जाते.	9	asha prakare ashramat shijavlelya annachya kharchavar niyantran thevle jaate.	9	
माहेराला जायचे म्हणून सकाळपासून राबतोय.	5	maherala jayche mhanun sakalpasun raabtoy.	5	
ग्रीक भाषा लिहिण्याकरिता ह्या वर्णमालेचा वापर इ.	7	Greek bhasha lihinyakarita hya varnamalecha vapar i.	7	
चांगदेव हे योगमार्गातील अधिकारी पुरुष होते.	6	Changdev he yogmargatil adhikari purush hote	6	
शोरमा किंवा शॉर्‌मा दुबईत प्रचलित असलेला एक लेबनीज खाद्यपदार्थ आहे.	10	Shorma kivva Shaurma Dubait prachalit aslela ek Lebanese khadyapadartha ahe.	10	
हे पंचतारांकित हॉटेल राष्ट्रीय व आंतरराष्ट्रीय सर्व पद्दतीचे उत्कृष्ट खाध्य पदार्थ पुरविते.	12	he panchatarankit hotel rashtriya va antarrashtriya sarva paddhatiche utkrushtha khadya padartha puravte.	12	
१९२० व १९३० च्या दशकांदरम्यान सोव्हियेत संघ काळात ताश्कंदचे मोठ्या प्रमाणावर औद्योगिकरण करण्यात आले.	14	1920 va 1930 chya dashakandarmyan Soviet sangha kalat Tashkandche mothya pramanavar audyogikaran karnyat aale.	14	
गांधी पर्व १ (दोन खंड, गॊविंद तळवलकर)	7	Gandhi parva 1 (don khanda, Govind Talwalkar)	7	
हे शहर सिहोर जिल्ह्याचे प्रशासकीय केंद्र आहे.	7	he shahar Sihor zillyache prashaskiya kendra ahe.	7	
११) लिंगायत हे कायकाकवे कैलास या स्वयंपूर्णतेचा संदेश देणारे एक अर्थशास्त्र आहे.	12	11) Lingayat he kaykakve Kailas yaa swayampurnatecha sandesh denare ek arthashastra ahe.	12	
बुरुजावरुन तटबंदीच्या बाजूने चालत जातांना ही तटबंदी अनेक ठिकाणी तुटलेली दिसते.	11	burujavarun tatbandichya bajune chalat jatanna he tatbandi anek thikani tutleli diste.	11	
जडाचे चिंतन करणारे मन जड बनते, स्त्रीचे चिंतन करणारे मन स्त्रैण बनते.	12	jadache chintan karnare mann jud bante, streeche chintan karnare mann straiin bante.	12	
मत्स्य पुराणामध्ये भगवान विष्णूंच्या मत्स्य अवतार याबाबत कथा आहेत.	9	matsya puranamadhye bhagwan Vishnunchya matsya avatar yababat katha ahet.	9	
दंडधार हा महाभारतातील हस्तिनापुराचा राजा धृतराष्ट्र व राणी गांधारी यांचा पुत्र व शंभर कौरव भावंडांपैकी एक भाऊ होता.	18	Dandadhaar haa Mahabharatatil Hastinapuracha raja Dhritrashtra va raani Gandhari yancha putra va shambhar kaurav bhavandanpaikii ek bhau hota.	18	
या मठांतर्गत दिक्षा प्राप्त करणाऱ्या संन्याश्याच्या नावाअखेरीस सरस्वती/भारती/पुरी संप्रदाय असे नाव जोडले जाते.	13	yaa mathantargat diksha prapta karnarya sanyashyachya navaakheris Saraswati/Bharti/Puri sampraday ase naav jodle jaate.	13	
अंजनवाडा अंजनवाडी अनखळी असोंदा असोला असोला आजरसोंडा आमदरी उंडेगाव उखळी उमरा औंढा नागनाथ कंजारा काकडदाभा काठोडा तांडा कुंडकर पिंपरी केळी कोंडशी बुद्रूक गढाळा गांगलवाडी गोजेगाव गोळेगाव चिंचोली चिमेगाव चोंडी शहापूर	30	Anjanvada Anjanvadii Ankhali Asonda Asola Asola Aajarsonda Aamdari Undegaon Ukhli Umra Aundha Naagnath Kanjara Kakaddabha Kathoda Tanda Kundkar Pimpri Keli Kondshi Budruk Gadhala Gangalwadi Gojegaon Golegaon Chincholi Chimegaon Chondi Shahapur	30	
जडगाव जलालदाभा जलालपूर जवळा जामगव्हाण जोडपिंपरी टाकळगाव ढेगज तपोवन दुघाळा तामटी तांडा दरेगाव दुरचुना देवाळा देवाळा दौडगाव धार नांदखेडा नांदगाव नागझरी नागेशवाडी नालेगाव निशाणा पांगरा पार्डी सावळी पिंपळदरी पिंपळा पुरजळ	30	Jadgaon Jalaldabha Jalalpur Javla Jamgavhan Jodpimpri Takalgaon Dhegaj Tapovan Dughala Tamtii Tanda Daregaon Durchuna Devala Devala Daudgaon Dhar Nandkheda Nandgaon Naagzari Nageshwadi Nalegaon Nishana Pangra Pardi Savali Pimpaldari Pimpala Purjal	30	
पूर पोटा पोटा खुर्द फुलदाभा बेरुळा बोरजा ब्राह्मणवाडा भोसी माथा मार्डी मूर्तीजापूर सावंगी मेथा येडूत येळी येहळेगाव रांजाळा राजदरी राजापूर रामेश्वर रूपूर लक्ष्मणनाईक तांडा लांडाळा लाख लोहरा खुर्द लोहरा बुद्रूक	30	Pur Pota Pota Khurd Phuldabha Berula Borja Brahmanvada Bhosi Matha Mardi Murtijapur Savangi Metha Yedut Yeli Yehalegaon Ranjala Raajdari Rajapur Rameshwar Rupur Laxmannaik Tanda Landala Lakh Lohra Khurd Lohra Budruk	30	
वगरवाडी वगरवाडी तांडा वडचुना वडद वसई वाळकी शिरड शहापूर शिरला संमगानाईक तांडा सारंगवाडी साळणा सावरखेडा सावळी खूर्द सावळी बुद्रूक सिद्धेश्‍वर सुकापूर सुरेगाव सूरवाडी सेंदूरसना सोनवाडी हिवरखेडा हिवराजाटू ........	28	Vagarwadi Vagarwadi Tanda Vadchuna Vadad Vasai Valki Shirad Shahapur Shirla Samanganaik Tanda Sarangwadi Salna Savarkheda Savali Khurd Savali Budruk Siddheshwar Sukapur Suregaon Surwadi Sendursana Sonwadi Hivarkheda Hivrajatu …..	28	
हे पात्र एका दुबईमधील व्यापार्‍याने मुंबईमधील एका वस्तुसंग्रहालयाला पाठविले होते.	10	he paatra eka Dubaimadhil vyaparyane Mumbaimadhil eka vastusangrahalayala pathavile hote.	10	
ऋग्वेदाचे कविताबद्ध रूपांतर	3	Rugvedache kavitabaddha rupantar	3	
गडावर पाणी नसल्याने वा सावलीसाठी झाड नसल्याने सोबत आणलेलं पाणी प्यायचं आणि आल्या वाटेने गड उतरावा.	16	gadavar paani naslyane vaa savalisathi zaad naslyane sobat anlela paani pyayacha aani aalya vatene gad utravaa.	16	
एन लाइव या वाहिनीवरील एक प्रसिद्ध कार्यक्रम आहे.	8	N live ya vahinivaril ek prasidha karyakram ahe.	8	
उ. अमजद अली खान	4	U. Amjad Ali Khan	4	
मणिपूर मधील लोकटक तलाव	4	Manipur madhil loktak talav	4	
भ्रूणवृद्धि होत असता त्याभोवती उल्ब नावाचे एक पातळ आवरण तयार होते.	11	bhrunvruddhi hot asta tyabhovati Ulb navache ek patal aavaran tayaar hote.	11	
ज्ञानेश्वरांच्या काळात म्हणजे १२व्या शतकात प्रचलित असलेली प्राकृत ते आताची २१व्या शतकात बोलली जाणारी मराठी यात खूप फरक आहे.	19	Dnyaneshwaranchya kalat mhanje 12vya shatakat prachalit asleli praakrut te atachi 21vya shatakat bolli janari marathi yaat khup farak ahe.	19	
त्यांनी इ.	2	tyani i.	2	
ही कंपनी चित्रपट दिग्दर्शक नीरज पांडे आणि निर्मात्या शीतल भाटिया यांनी स्थापन केली आहे..	14	he company chitrapat digdarshak Neeraj Pande ani nirmatya Sheetal Bhatiya yanni sthapan keli ahe..	14	
स्टीफन हॉकिंग	2	Stephan Hawking	2	
कोल्हापुर पासून अंदाजे दहा किलोमीटर अंतरावर उंचगाव या ठिकाणी आहे.	10	Kolhapur pasun andaje daha kilometer antaravar Unchgaon ya thikani ahe.	10	
’शायरी पुण्याची’ या संकलित उर्दू-गझल-संग्रहात संगीता जोशी यांच्या दोन उर्दू गझलांचा समावेश झालेला आहे.	14	Shayari Punyachi' yaa sankalit Urdu-Gazal-Sangrahat Sangeeta Joshi yanchya don Urdu Gazlancha samavesh jhalela ahe.	14	
